Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,date,rating,Initial,Name_length,Title,Family_Size,Name_scaled,Title2,Title_train,W_Master,Age_cut1,Age_band,CategoricalAge,FareCut,Fare_scale,Sex_bool,Has_Cabin,IsAlone,Embarkedch,Title2ch
28,0,12.65,0,2,1,0,1,10/08/2008,4,Mrs,32,Mrs,1,0.512409987,Mrs,3,1,2,0,"(16.136, 32.102]",1,12.65,1,0,1,1,3
39,0,7.925,0,3,0,0,1,01/27/2011,3,Mr,18,Mr,1,-0.960829019,Mr,1,1,3,0,"(32.102, 48.068]",1,7.92,0,0,1,1,2
26,0,8.05,0,3,0,0,0,06/28/2001,3,Mr,15,Mr,1,-1.276523092,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
21,0,9.825,0,3,1,1,0,07/19/2002,2,Miss,24,Miss,2,-0.329440873,Miss,2,1,2,0,"(16.136, 32.102]",1,9.82,1,0,0,1,1
28,0,15.85,0,3,0,1,0,03/15/2009,4,Mr,30,Mr,2,0.301947272,Mr,1,1,2,0,"(16.136, 32.102]",2,15.85,0,0,0,1,2
20,0,8.6625,0,3,1,0,0,09/22/2004,5,Miss,23,Miss,1,-0.434672231,Miss,2,1,2,0,"(16.136, 32.102]",1,8.66,1,0,1,1,1
34,0,21,0,2,0,1,0,01/19/2003,3,Mr,18,Mr,2,-0.960829019,Mr,1,1,3,0,"(32.102, 48.068]",2,21,0,0,0,1,2
51,0,7.75,0,3,0,0,0,02/22/2014,4,Mr,32,Mr,1,0.512409987,Mr,1,1,4,0,"(48.068, 64.034]",0,7.75,0,0,1,1,2
3,0,18.75,1,2,0,1,1,11/09/2001,4,Master,30,Master,3,0.301947272,Master,4,0,1,0,"(0.0902, 16.136]",2,18.75,0,0,0,1,0
21,0,7.775,0,3,0,0,0,07/31/2014,2,Mr,33,Mr,1,0.617641345,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,1,1,2
33,2,90,0,1,1,1,1,11/07/2010,5,Miss,22,Miss,2,-0.539903589,Miss,2,1,3,0,"(32.102, 48.068]",3,90,1,1,0,3,1
44,0,7.925,0,3,0,0,1,06/28/2012,3,Mr,25,Mr,1,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",1,7.92,0,0,1,1,2
34,0,32.5,1,2,1,1,1,04/10/2011,3,Mrs,47,Mrs,3,2.090880351,Mrs,3,1,3,0,"(32.102, 48.068]",3,32.5,1,0,0,1,3
18,0,13,2,2,1,0,1,11/25/2005,5,Miss,29,Miss,3,0.196715914,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,0,0,1,1
30,0,13,0,2,0,0,0,12/13/2006,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
10,0,24.15,2,3,1,0,0,09/21/2009,4,Miss,25,Miss,3,-0.224209516,Miss,2,1,1,0,"(0.0902, 16.136]",2,24.15,1,0,0,1,1
21,2,7.7333,0,3,0,0,0,10/07/2008,1,Mr,19,Mr,1,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",0,7.73,0,0,1,3,2
29,0,7.875,0,3,0,0,0,01/27/2009,2,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.88,0,0,1,1,2
28,0,14.4,1,3,1,1,0,05/16/2007,4,Mrs,54,Mrs,3,2.827499854,Mrs,3,1,2,0,"(16.136, 32.102]",1,14.4,1,0,0,1,3
18,0,20.2125,1,3,0,1,0,11/22/2011,4,Mr,27,Mr,3,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",2,20.21,0,0,0,1,2
28,0,26,0,2,1,1,1,06/11/2011,5,Mrs,43,Mrs,2,1.669954921,Mrs,3,1,2,0,"(16.136, 32.102]",2,26,1,0,0,1,3
19,0,26,0,2,1,0,1,11/09/2007,4,Miss,67,Miss,1,4.195507503,Miss,2,1,2,0,"(16.136, 32.102]",2,26,1,0,1,1,1
32,0,8.05,0,3,0,0,1,07/31/2003,3,Mr,34,Mr,1,0.722872702,Mr,1,1,3,0,"(16.136, 32.102]",1,8.05,0,1,1,1,2
28,0,26.55,0,1,0,0,1,10/19/2001,4,Mr,41,Mr,1,1.459492206,Mr,1,1,2,0,"(16.136, 32.102]",2,26.55,0,1,1,1,2
42,0,26,0,2,1,1,1,08/18/2005,1,Mrs,51,Mrs,2,2.511805781,Mrs,3,1,3,0,"(32.102, 48.068]",2,26,1,0,0,1,3
17,0,7.125,0,3,0,0,0,06/15/2003,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",0,7.12,0,0,1,1,2
50,0,55.9,0,1,0,1,0,04/23/2008,2,Mr,25,Mr,2,-0.224209516,Mr,1,1,4,0,"(48.068, 64.034]",3,55.9,0,1,0,1,2
14,0,120,2,1,1,1,1,05/13/2003,2,Miss,25,Miss,4,-0.224209516,Miss,2,1,1,0,"(0.0902, 16.136]",3,120,1,1,0,1,1
21,0,34.375,2,3,1,2,0,08/28/2002,4,Miss,36,Miss,5,0.933335418,Miss,2,1,2,0,"(16.136, 32.102]",3,34.38,1,0,0,1,1
24,0,18.75,3,2,1,2,1,04/19/2013,3,Mrs,37,Mrs,6,1.038566775,Mrs,3,1,2,0,"(16.136, 32.102]",2,18.75,1,0,0,1,3
64,0,263,4,1,0,1,0,11/20/2008,4,Mr,17,Mr,6,-1.066060377,Mr,1,1,5,0,"(48.068, 64.034]",3,263,0,1,0,1,2
31,0,10.5,0,2,0,0,0,07/01/2006,2,Mr,38,Mr,1,1.143798133,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
45,0,26.25,1,2,1,1,1,11/24/2013,3,Mrs,43,Mrs,3,1.669954921,Mrs,3,1,3,0,"(32.102, 48.068]",2,26.25,1,0,0,1,3
20,0,9.5,0,3,0,0,0,11/15/2010,2,Mr,15,Mr,1,-1.276523092,Mr,1,1,2,0,"(16.136, 32.102]",1,9.5,0,0,1,1,2
25,0,7.775,0,3,0,1,0,10/29/2001,4,Mr,25,Mr,2,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,0,1,2
28,0,13,0,2,1,0,1,08/10/2006,3,Miss,25,Miss,1,-0.224209516,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,0,1,1,1
4,0,81.8583,2,1,0,0,1,04/22/2002,4,Master,25,Master,3,-0.224209516,Master,4,0,1,0,"(0.0902, 16.136]",3,81.86,0,1,0,1,0
13,0,19.5,1,2,1,0,1,12/21/2004,3,Miss,33,Miss,2,0.617641345,Miss,2,1,1,0,"(0.0902, 16.136]",2,19.5,1,0,0,1,1
34,0,26.55,0,1,0,0,1,05/29/2007,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,3,0,"(32.102, 48.068]",2,26.55,0,0,1,1,2
5,1,19.2583,1,3,1,2,1,10/26/2012,1,Miss,30,Miss,4,0.301947272,Miss,2,1,1,0,"(0.0902, 16.136]",2,19.26,1,0,0,2,1
52,0,30.5,0,1,0,0,1,09/04/2011,2,Major,30,Officer,1,0.301947272,Rare,5,1,4,0,"(48.068, 64.034]",2,30.5,0,1,1,1,4
36,0,27.75,2,2,0,1,0,11/05/2006,3,Mr,21,Mr,4,-0.645134946,Mr,1,1,3,0,"(32.102, 48.068]",2,27.75,0,0,0,1,2
30,1,27.75,0,1,0,0,0,03/17/2011,5,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",2,27.75,0,1,1,2,2
49,1,89.1042,0,1,0,1,1,06/16/2010,4,Mr,24,Mr,2,-0.329440873,Mr,1,1,4,0,"(48.068, 64.034]",3,89.1,0,1,0,2,2
29,1,7.8958,0,3,0,0,1,04/23/2008,4,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,2,2
65,0,26.55,0,1,0,0,0,01/10/2008,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,5,0,"(64.034, 80.0]",2,26.55,0,1,1,1,2
50,0,10.5,0,2,1,0,1,09/21/2013,4,Miss,19,Miss,1,-0.855597661,Miss,2,1,4,0,"(48.068, 64.034]",1,10.5,1,0,1,1,1
48,0,26.55,0,1,0,0,1,08/11/2003,5,Mr,19,Mr,1,-0.855597661,Mr,1,1,4,0,"(32.102, 48.068]",2,26.55,0,1,1,1,2
34,0,8.05,0,3,0,0,0,06/03/2009,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
47,0,38.5,0,1,0,0,0,07/11/2011,4,Mr,17,Mr,1,-1.066060377,Mr,1,1,3,0,"(32.102, 48.068]",3,38.5,0,1,1,1,2
48,0,13,0,2,0,0,0,01/12/2007,2,Mr,28,Mr,1,0.091484557,Mr,1,1,4,0,"(32.102, 48.068]",1,13,0,0,1,1,2
38,0,7.05,0,3,0,0,0,10/08/2007,5,Mr,31,Mr,1,0.40717863,Mr,1,1,3,0,"(32.102, 48.068]",0,7.05,0,0,1,1,2
56,0,26.55,0,1,0,0,0,07/17/2006,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",2,26.55,0,0,1,1,2
0.75,1,19.2583,1,3,1,2,1,09/13/2009,4,Miss,29,Miss,4,0.196715914,Miss,2,1,1,0,"(0.0902, 16.136]",2,19.26,1,0,0,2,1
38,0,8.6625,0,3,0,0,0,06/05/2004,1,Mr,15,Mr,1,-1.276523092,Mr,1,1,3,0,"(32.102, 48.068]",1,8.66,0,0,1,1,2
33,0,27.75,2,2,1,1,1,12/07/2010,3,Mrs,39,Mrs,4,1.24902949,Mrs,3,1,3,0,"(32.102, 48.068]",2,27.75,1,0,0,1,3
23,1,13.7917,0,2,1,0,1,12/31/2009,3,Mrs,44,Mrs,1,1.775186278,Mrs,3,1,2,0,"(16.136, 32.102]",1,13.79,1,1,1,2,3
22,0,9.8375,0,3,1,0,0,07/26/2002,4,Miss,27,Miss,1,-0.013746801,Miss,2,1,2,0,"(16.136, 32.102]",1,9.84,1,0,1,1,1
34,0,21,0,2,0,1,0,01/13/2005,4,Mr,23,Mr,2,-0.434672231,Mr,1,1,3,0,"(32.102, 48.068]",2,21,0,0,0,1,2
29,0,7.0458,0,3,0,1,0,11/29/2003,3,Mr,25,Mr,2,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.05,0,0,0,1,2
22,0,7.5208,0,3,0,0,0,10/31/2001,3,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.52,0,0,1,1,2
2,0,12.2875,1,3,1,0,1,08/31/2004,4,Miss,24,Miss,2,-0.329440873,Miss,2,1,1,0,"(0.0902, 16.136]",1,12.29,1,0,0,1,1
9,0,46.9,2,3,0,5,0,06/29/2002,4,Master,30,Master,8,0.301947272,Master,4,0,1,0,"(0.0902, 16.136]",3,46.9,0,0,0,1,0
50,0,8.05,0,3,0,0,0,09/07/2003,4,Mr,24,Mr,1,-0.329440873,Mr,1,1,4,0,"(48.068, 64.034]",1,8.05,0,0,1,1,2
63,0,9.5875,0,3,1,0,1,05/19/2013,3,Mrs,22,Mrs,1,-0.539903589,Mrs,3,1,4,0,"(48.068, 64.034]",1,9.59,1,0,1,1,3
25,1,91.0792,0,1,0,1,1,04/01/2013,3,Mr,23,Mr,2,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",3,91.08,0,1,0,2,2
35,0,90,0,1,1,1,1,03/14/2006,4,Mrs,47,Mrs,2,2.090880351,Mrs,3,1,3,0,"(32.102, 48.068]",3,90,1,1,0,1,3
58,1,29.7,0,1,0,0,0,03/09/2004,4,Mr,23,Mr,1,-0.434672231,Mr,1,1,4,0,"(48.068, 64.034]",2,29.7,0,1,1,2,2
30,0,8.05,0,3,0,0,0,10/23/2009,5,Mr,29,Mr,1,0.196715914,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
9,0,15.9,1,3,0,1,1,06/16/2011,3,Master,37,Master,3,1.038566775,Master,4,0,1,0,"(0.0902, 16.136]",2,15.9,0,0,0,1,0
21,0,7.25,0,3,0,0,0,12/02/2014,3,Mr,19,Mr,1,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",0,7.25,0,0,1,1,2
55,0,30.5,0,1,0,0,0,04/23/2012,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",2,30.5,0,1,1,1,2
71,1,49.5042,0,1,0,0,0,01/14/2015,3,Mr,23,Mr,1,-0.434672231,Mr,1,1,5,0,"(64.034, 80.0]",3,49.5,0,0,1,2,2
21,0,8.05,0,3,0,0,0,02/28/2002,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
54,1,78.2667,0,1,1,1,1,04/24/2005,4,Miss,30,Miss,2,0.301947272,Miss,2,1,4,0,"(48.068, 64.034]",3,78.27,1,1,0,2,1
25,0,151.55,2,1,1,1,0,10/07/2015,5,Mrs,47,Mrs,4,2.090880351,Mrs,3,1,2,0,"(16.136, 32.102]",3,151.55,1,1,0,1,3
24,0,7.7958,0,3,0,0,0,07/01/2008,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.8,0,0,1,1,2
17,0,8.6625,0,3,0,0,0,11/19/2006,4,Mr,16,Mr,1,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",1,8.66,0,0,1,1,2
21,2,7.75,0,3,1,0,0,01/26/2006,4,Miss,19,Miss,1,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",0,7.75,1,0,1,3,1
37,0,9.5875,0,3,1,0,0,09/16/2003,4,Miss,30,Miss,1,0.301947272,Miss,2,1,3,0,"(32.102, 48.068]",1,9.59,1,0,1,1,1
16,0,86.5,0,1,1,0,1,03/13/2013,5,Miss,21,Miss,1,-0.645134946,Miss,2,1,2,0,"(0.0902, 16.136]",3,86.5,1,1,1,1,1
18,1,108.9,0,1,0,1,0,07/22/2007,4,Mr,42,Mr,2,1.564723563,Mr,1,1,2,0,"(16.136, 32.102]",3,108.9,0,1,0,2,2
33,0,26,2,2,1,0,1,05/09/2005,5,Mrs,45,Mrs,3,1.880417636,Mrs,3,1,3,0,"(32.102, 48.068]",2,26,1,0,0,1,3
28,0,22.525,0,3,0,0,0,05/01/2015,5,Mr,24,Mr,1,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",2,22.52,0,0,1,1,2
26,0,56.4958,0,3,0,0,1,03/09/2011,3,Mr,14,Mr,1,-1.381754449,Mr,1,1,2,0,"(16.136, 32.102]",3,56.5,0,0,1,1,2
29,2,7.75,0,3,0,0,1,11/02/2010,4,Mr,24,Mr,1,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",0,7.75,0,0,1,3,2
36,0,26.2875,0,1,0,0,1,08/17/2013,4,Mr,25,Mr,1,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",2,26.29,0,1,1,1,2
54,1,59.4,0,1,1,1,1,03/09/2009,3,Mrs,46,Mrs,2,1.985648993,Mrs,3,1,4,0,"(48.068, 64.034]",3,59.4,1,0,0,2,3
24,0,7.4958,0,3,0,0,0,01/13/2005,3,Mr,17,Mr,1,-1.066060377,Mr,1,1,2,0,"(16.136, 32.102]",0,7.5,0,0,1,1,2
47,0,34.0208,0,1,0,0,0,11/19/2005,3,Mr,28,Mr,1,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",3,34.02,0,1,1,1,2
34,0,10.5,0,2,1,0,1,11/21/2007,5,Mrs,28,Mrs,1,0.091484557,Mrs,3,1,3,0,"(32.102, 48.068]",1,10.5,1,1,1,1,3
36,0,26,0,2,1,1,1,02/02/2014,4,Mrs,52,Mrs,2,2.617037139,Mrs,3,1,3,0,"(32.102, 48.068]",2,26,1,0,0,1,3
32,0,7.8958,0,3,0,0,0,08/22/2003,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
30,0,93.5,0,1,1,0,1,08/26/2001,4,Miss,21,Miss,1,-0.645134946,Miss,2,1,2,0,"(16.136, 32.102]",3,93.5,1,1,1,1,1
22,0,7.8958,0,3,0,0,0,01/23/2006,4,Mr,15,Mr,1,-1.276523092,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
44,1,57.9792,1,1,1,0,1,06/08/2007,4,Mrs,47,Mrs,2,2.090880351,Mrs,3,1,3,0,"(32.102, 48.068]",3,57.98,1,1,0,2,3
40.5,2,7.75,0,3,0,0,0,07/08/2003,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,3,0,"(32.102, 48.068]",0,7.75,0,0,1,3,2
50,0,10.5,0,2,1,0,1,08/25/2006,3,Miss,20,Miss,1,-0.750366304,Miss,2,1,4,0,"(48.068, 64.034]",1,10.5,1,0,1,1,1
39,0,7.925,0,3,0,0,0,09/13/2012,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",1,7.92,0,0,1,1,2
23,0,11.5,1,2,0,2,0,04/06/2015,5,Mr,27,Mr,4,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",1,11.5,0,0,0,1,2
2,0,26,1,2,1,1,1,01/13/2003,4,Miss,24,Miss,3,-0.329440873,Miss,2,1,1,0,"(0.0902, 16.136]",2,26,1,0,0,1,1
17,1,7.2292,1,3,0,1,0,06/25/2004,5,Mr,20,Mr,3,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",0,7.23,0,0,0,2,2
30,0,8.6625,0,3,1,0,0,04/27/2005,5,Miss,19,Miss,1,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",1,8.66,1,0,1,1,1
7,0,26.25,2,2,1,0,1,02/16/2013,5,Miss,22,Miss,3,-0.539903589,Miss,2,1,1,0,"(0.0902, 16.136]",2,26.25,1,0,0,1,1
45,0,26.55,0,1,0,0,0,09/09/2005,5,Major,33,Officer,1,0.617641345,Rare,5,1,3,0,"(32.102, 48.068]",2,26.55,0,1,1,1,4
30,1,106.425,0,1,1,0,1,03/20/2003,5,Miss,19,Miss,1,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",3,106.42,1,0,1,2,1
22,1,49.5,2,1,1,0,1,12/01/2007,4,Miss,34,Miss,3,0.722872702,Miss,2,1,2,0,"(16.136, 32.102]",3,49.5,1,1,0,2,1
36,0,71,2,1,1,0,1,12/07/2012,5,Miss,23,Miss,3,-0.434672231,Miss,2,1,3,0,"(32.102, 48.068]",3,71,1,1,0,1,1
9,0,31.275,2,3,1,4,0,04/23/2002,4,Miss,36,Miss,7,0.933335418,Miss,2,1,1,0,"(0.0902, 16.136]",3,31.27,1,0,0,1,1
11,0,31.275,2,3,1,4,0,07/13/2010,4,Miss,33,Miss,7,0.617641345,Miss,2,1,1,0,"(0.0902, 16.136]",3,31.27,1,0,0,1,1
32,0,26,0,2,0,1,1,06/27/2003,3,Mr,17,Mr,2,-1.066060377,Mr,1,1,3,0,"(16.136, 32.102]",2,26,0,0,0,1,2
50,1,106.425,0,1,0,1,0,11/12/2001,5,Mr,26,Mr,2,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",3,106.42,0,1,0,2,2
64,0,26,0,1,0,0,0,06/29/2015,4,Mr,28,Mr,1,0.091484557,Mr,1,1,5,0,"(48.068, 64.034]",2,26,0,0,1,1,2
19,0,26,0,2,1,1,1,01/09/2007,5,Mrs,33,Mrs,2,0.617641345,Mrs,3,1,2,0,"(16.136, 32.102]",2,26,1,0,0,1,3
33,0,20.525,1,3,0,1,0,11/07/2013,5,Mr,25,Mr,3,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",2,20.52,0,0,0,1,2
8,0,36.75,1,2,0,1,1,01/12/2012,4,Master,30,Master,3,0.301947272,Master,4,0,1,0,"(0.0902, 16.136]",3,36.75,0,0,0,1,0
17,1,110.8833,2,1,0,0,1,12/20/2006,5,Mr,27,Mr,3,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",3,110.88,0,1,0,2,2
27,0,26,0,2,0,0,0,01/04/2008,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",2,26,0,0,1,1,2
22,1,7.225,0,3,0,0,1,12/18/2002,3,Mr,33,Mr,1,0.617641345,Mr,1,1,2,0,"(16.136, 32.102]",0,7.22,0,0,1,2,2
22,0,7.775,0,3,1,0,1,03/05/2002,3,Miss,18,Miss,1,-0.960829019,Miss,2,1,2,0,"(16.136, 32.102]",0,7.78,1,0,1,1,1
62,0,26.55,0,1,0,0,0,12/11/2007,3,Mr,18,Mr,1,-0.960829019,Mr,1,1,4,0,"(48.068, 64.034]",2,26.55,0,0,1,1,2
48,1,39.6,0,1,1,1,1,02/26/2004,5,Lady,65,Royalty,2,3.985044788,Rare,5,1,4,0,"(32.102, 48.068]",3,39.6,1,1,0,2,4
39,0,79.65,1,1,1,1,1,09/25/2008,3,Mrs,38,Mrs,3,1.143798133,Mrs,3,1,3,0,"(32.102, 48.068]",3,79.65,1,1,0,1,3
36,0,17.4,0,3,1,1,1,11/27/2001,4,Mrs,44,Mrs,2,1.775186278,Mrs,3,1,3,0,"(32.102, 48.068]",2,17.4,1,0,0,1,3
40,0,7.8958,0,3,0,0,0,02/19/2013,4,Mr,17,Mr,1,-1.066060377,Mr,1,1,3,0,"(32.102, 48.068]",0,7.9,0,0,1,1,2
28,0,13.5,0,2,0,0,0,01/31/2007,5,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,13.5,0,0,1,1,2
24,0,24.15,0,3,0,2,0,03/30/2006,3,Mr,20,Mr,3,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",2,24.15,0,0,0,1,2
19,0,7.8958,0,3,0,0,0,11/29/2007,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
29,0,21.075,4,3,1,0,0,07/18/2015,5,Mrs,43,Mrs,5,1.669954921,Mrs,3,1,2,0,"(16.136, 32.102]",2,21.07,1,0,0,1,3
32,0,7.8542,0,3,0,0,1,01/01/2012,5,Mr,17,Mr,1,-1.066060377,Mr,1,1,3,0,"(16.136, 32.102]",0,7.85,0,0,1,1,2
62,0,10.5,0,2,0,0,1,10/06/2003,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,4,0,"(48.068, 64.034]",1,10.5,0,0,1,1,2
53,0,51.4792,0,1,1,2,1,03/16/2002,3,Mrs,45,Mrs,3,1.880417636,Mrs,3,1,4,0,"(48.068, 64.034]",3,51.48,1,1,0,1,3
36,0,26.3875,0,1,0,0,1,12/24/2002,3,Mr,32,Mr,1,0.512409987,Mr,1,1,3,0,"(32.102, 48.068]",2,26.39,0,1,1,1,2
16,0,8.05,0,3,0,0,0,12/17/2009,3,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(0.0902, 16.136]",1,8.05,0,0,1,1,2
19,0,14.5,0,3,0,0,0,10/02/2004,2,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",2,14.5,0,0,1,1,2
34,0,13,0,2,1,0,1,12/13/2007,5,Miss,20,Miss,1,-0.750366304,Miss,2,1,3,0,"(32.102, 48.068]",1,13,1,0,1,1,1
39,0,55.9,0,1,1,1,1,04/20/2002,4,Mrs,41,Mrs,2,1.459492206,Mrs,3,1,3,0,"(32.102, 48.068]",3,55.9,1,1,0,1,3
32,0,7.925,0,3,0,0,1,11/09/2005,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(16.136, 32.102]",1,7.92,0,0,1,1,2
25,0,30,1,2,1,1,1,03/30/2004,4,Miss,27,Miss,3,-0.013746801,Miss,2,1,2,0,"(16.136, 32.102]",2,30,1,0,0,1,1
39,1,110.8833,1,1,1,1,1,08/20/2012,4,Mrs,52,Mrs,3,2.617037139,Mrs,3,1,3,0,"(32.102, 48.068]",3,110.88,1,1,0,2,3
54,0,26,0,2,0,0,0,03/21/2008,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",2,26,0,0,1,1,2
36,1,40.125,0,1,0,0,0,07/15/2014,3,Mr,19,Mr,1,-0.855597661,Mr,1,1,3,0,"(32.102, 48.068]",3,40.12,0,1,1,2,2
18,0,79.65,2,1,1,0,1,05/22/2010,5,Miss,19,Miss,3,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",3,79.65,1,1,0,1,1
47,0,15,0,2,0,0,0,01/11/2010,3,Mr,23,Mr,1,-0.434672231,Mr,1,1,3,0,"(32.102, 48.068]",2,15,0,0,1,1,2
60,1,79.2,1,1,0,1,1,07/26/2009,5,Mr,32,Mr,3,0.512409987,Mr,1,1,4,0,"(48.068, 64.034]",3,79.2,0,1,0,2,2
22,0,8.05,0,3,0,0,0,02/27/2003,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
35,0,7.125,0,3,0,0,0,09/21/2007,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,3,0,"(32.102, 48.068]",0,7.12,0,0,1,1,2
52,1,78.2667,0,1,1,1,1,11/15/2008,5,Mrs,47,Mrs,2,2.090880351,Mrs,3,1,4,0,"(48.068, 64.034]",3,78.27,1,1,0,2,3
47,0,7.25,0,3,0,0,0,05/20/2014,5,Mr,26,Mr,1,-0.118978158,Mr,1,1,3,0,"(32.102, 48.068]",0,7.25,0,0,1,1,2
37,0,26,0,2,0,1,0,01/14/2007,2,Mr,23,Mr,2,-0.434672231,Mr,1,1,3,0,"(32.102, 48.068]",2,26,0,0,0,1,2
36,0,24.15,1,3,0,1,0,01/05/2003,4,Mr,27,Mr,3,-0.013746801,Mr,1,1,3,0,"(32.102, 48.068]",2,24.15,0,0,0,1,2
49,0,0,0,3,0,0,0,01/15/2007,5,Mr,19,Mr,1,-0.855597661,Mr,1,1,4,0,"(48.068, 64.034]",0,0,0,0,1,1,2
49,1,56.9292,0,1,0,1,1,04/08/2007,4,Sir,44,Royalty,2,1.775186278,Rare,5,1,4,0,"(48.068, 64.034]",3,56.93,0,1,0,2,4
24,0,27,1,2,1,2,1,08/19/2012,4,Mrs,51,Mrs,4,2.511805781,Mrs,3,1,2,0,"(16.136, 32.102]",2,27,1,0,0,1,3
44,0,8.05,0,3,0,0,0,12/14/2013,5,Mr,25,Mr,1,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
35,1,26.55,0,1,0,0,1,12/20/2012,5,Mr,31,Mr,1,0.40717863,Mr,1,1,3,0,"(32.102, 48.068]",2,26.55,0,0,1,2,2
36,0,15.55,0,3,0,1,0,10/05/2014,3,Mr,29,Mr,2,0.196715914,Mr,1,1,3,0,"(32.102, 48.068]",2,15.55,0,0,0,1,2
30,0,7.8958,0,3,0,0,0,12/30/2007,4,Mr,17,Mr,1,-1.066060377,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
27,0,30.5,0,1,0,0,1,02/26/2012,3,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",2,30.5,0,0,1,1,2
22,1,41.5792,2,2,1,1,1,08/25/2001,4,Mrs,53,Mrs,4,2.722268497,Mrs,3,1,2,0,"(16.136, 32.102]",3,41.58,1,0,0,2,3
40,0,153.4625,0,1,1,0,1,07/06/2004,5,Miss,25,Miss,1,-0.224209516,Miss,2,1,3,0,"(32.102, 48.068]",3,153.46,1,1,1,1,1
